tag,ts,value
motor.C17156B.m104,2022.11.05T15:32:57.750,2
motor.C17156B.m124,2022.11.05T15:32:57.750,2
motor.C17156B.m131,2022.11.05T15:32:57.750,1
motor.C17156B.m146,2022.11.05T15:32:57.750,2
motor.C17156B.m153,2022.11.05T15:32:57.750,2
motor.C17156B.m175,2022.11.05T15:32:57.750,1
motor.C17156B.m182,2022.11.05T15:32:57.750,2
motor.C17156B.m204,2022.11.05T15:32:57.750,1
motor.C17156B.m211,2022.11.05T15:32:57.750,2
motor.C17156B.m224,2022.11.05T15:32:57.750,1
motor.C17156B.m56,2022.11.05T15:32:57.750,2
motor.C17156B.m70,2022.11.05T15:32:57.750,1
motor.C17156B.m77,2022.11.05T15:32:57.750,1
motor.C17156B.m97,2022.11.05T15:32:57.750,2
motor.C17156D.m11,2022.11.05T15:32:59.250,2
motor.C17156D.m78,2022.11.05T15:32:59.250,2
motor.C17156D.m99,2022.11.05T15:32:59.250,2
motor.C17156C.m1,2022.11.05T15:33:00.265,2
motor.C17156C.m15,2022.11.05T15:33:00.265,1
motor.C17156C.m16,2022.11.05T15:33:00.265,1
motor.C17156C.m2,2022.11.05T15:33:00.265,1
motor.C17156C.m22,2022.11.05T15:33:00.265,1
motor.C17156C.m23,2022.11.05T15:33:00.265,2
motor.C17156C.m29,2022.11.05T15:33:00.265,2
motor.C17156C.m30,2022.11.05T15:33:00.265,2
motor.C17156C.m36,2022.11.05T15:33:00.265,2
motor.C17156C.m37,2022.11.05T15:33:00.265,2
motor.C17156C.m8,2022.11.05T15:33:00.265,1
motor.C17156C.m9,2022.11.05T15:33:00.265,2
motor.C17156G.m1,2022.11.05T15:33:00.734,2
motor.C17156G.m104,2022.11.05T15:33:00.734,2
motor.C17156G.m124,2022.11.05T15:33:00.734,2
motor.C17156G.m131,2022.11.05T15:33:00.734,2
motor.C17156G.m146,2022.11.05T15:33:00.734,0
motor.C17156G.m153,2022.11.05T15:33:00.734,0
motor.C17156G.m175,2022.11.05T15:33:00.734,0
motor.C17156G.m182,2022.11.05T15:33:00.734,0
motor.C17156G.m204,2022.11.05T15:33:00.734,0
motor.C17156G.m211,2022.11.05T15:33:00.734,0
motor.C17156G.m43,2022.11.05T15:33:00.734,0
motor.C17156G.m56,2022.11.05T15:33:00.734,0
motor.C17156G.m70,2022.11.05T15:33:00.734,0
motor.C17156G.m77,2022.11.05T15:33:00.734,0
motor.C17156G.m97,2022.11.05T15:33:00.734,0
motor.C17156E.m37,2022.11.05T15:33:02.406,2
motor.C17156B.m1,2022.11.05T15:33:02.750,1
motor.C17156B.m104,2022.11.05T15:33:02.750,1
motor.C17156B.m124,2022.11.05T15:33:02.750,2
motor.C17156B.m131,2022.11.05T15:33:02.750,1
motor.C17156B.m146,2022.11.05T15:33:02.750,2
motor.C17156B.m153,2022.11.05T15:33:02.750,2
motor.C17156B.m175,2022.11.05T15:33:02.750,1
motor.C17156B.m182,2022.11.05T15:33:02.750,2
motor.C17156B.m204,2022.11.05T15:33:02.750,2
motor.C17156B.m211,2022.11.05T15:33:02.750,2
motor.C17156B.m224,2022.11.05T15:33:02.750,1
motor.C17156B.m56,2022.11.05T15:33:02.750,2
motor.C17156B.m70,2022.11.05T15:33:02.750,2
motor.C17156B.m77,2022.11.05T15:33:02.750,1
motor.C17156B.m97,2022.11.05T15:33:02.750,2
motor.C17156D.m11,2022.11.05T15:33:04.250,2
motor.C17156D.m78,2022.11.05T15:33:04.250,2
motor.C17156D.m99,2022.11.05T15:33:04.250,2
motor.C17156C.m1,2022.11.05T15:33:05.265,2
motor.C17156C.m15,2022.11.05T15:33:05.265,1
motor.C17156C.m16,2022.11.05T15:33:05.265,1
motor.C17156C.m2,2022.11.05T15:33:05.265,1
motor.C17156C.m22,2022.11.05T15:33:05.265,1
motor.C17156C.m23,2022.11.05T15:33:05.265,2
motor.C17156C.m29,2022.11.05T15:33:05.265,2
motor.C17156C.m30,2022.11.05T15:33:05.265,2
motor.C17156C.m36,2022.11.05T15:33:05.265,2
motor.C17156C.m37,2022.11.05T15:33:05.265,2
motor.C17156C.m8,2022.11.05T15:33:05.265,1
motor.C17156C.m9,2022.11.05T15:33:05.265,2
motor.C17156G.m1,2022.11.05T15:33:05.734,2
motor.C17156G.m104,2022.11.05T15:33:05.734,2
motor.C17156G.m124,2022.11.05T15:33:05.734,2
motor.C17156G.m131,2022.11.05T15:33:05.734,2
motor.C17156G.m146,2022.11.05T15:33:05.734,0
motor.C17156G.m153,2022.11.05T15:33:05.734,0
motor.C17156G.m175,2022.11.05T15:33:05.734,0
motor.C17156G.m182,2022.11.05T15:33:05.734,0
motor.C17156G.m204,2022.11.05T15:33:05.734,0
motor.C17156G.m211,2022.11.05T15:33:05.734,0
motor.C17156G.m43,2022.11.05T15:33:05.734,0
motor.C17156G.m56,2022.11.05T15:33:05.734,0
motor.C17156G.m70,2022.11.05T15:33:05.734,0
motor.C17156G.m77,2022.11.05T15:33:05.734,0
motor.C17156G.m97,2022.11.05T15:33:05.734,0
motor.C17156B.m1,2022.11.05T15:33:07.750,2
motor.C17156B.m104,2022.11.05T15:33:07.750,1
motor.C17156B.m124,2022.11.05T15:33:07.750,2
motor.C17156B.m131,2022.11.05T15:33:07.750,1
motor.C17156B.m146,2022.11.05T15:33:07.750,2
motor.C17156B.m153,2022.11.05T15:33:07.750,2
motor.C17156B.m175,2022.11.05T15:33:07.750,1
motor.C17156B.m182,2022.11.05T15:33:07.750,2
motor.C17156B.m204,2022.11.05T15:33:07.750,2
motor.C17156B.m211,2022.11.05T15:33:07.750,2
motor.C17156B.m224,2022.11.05T15:33:07.750,1
motor.C17156B.m56,2022.11.05T15:33:07.750,2
motor.C17156B.m70,2022.11.05T15:33:07.750,2
motor.C17156B.m77,2022.11.05T15:33:07.750,1
motor.C17156B.m97,2022.11.05T15:33:07.750,2
motor.C17156E.m37,2022.11.05T15:33:08.406,2
motor.C17156D.m11,2022.11.05T15:33:09.250,2
motor.C17156D.m78,2022.11.05T15:33:09.250,2
motor.C17156D.m99,2022.11.05T15:33:09.250,2
motor.C17156C.m1,2022.11.05T15:33:10.265,2
motor.C17156C.m15,2022.11.05T15:33:10.265,1
motor.C17156C.m16,2022.11.05T15:33:10.265,1
motor.C17156C.m2,2022.11.05T15:33:10.265,1
motor.C17156C.m22,2022.11.05T15:33:10.265,1
motor.C17156C.m23,2022.11.05T15:33:10.265,2
motor.C17156C.m29,2022.11.05T15:33:10.265,2
motor.C17156C.m30,2022.11.05T15:33:10.265,2
motor.C17156C.m36,2022.11.05T15:33:10.265,2
motor.C17156C.m37,2022.11.05T15:33:10.265,2
motor.C17156C.m8,2022.11.05T15:33:10.265,1
motor.C17156C.m9,2022.11.05T15:33:10.265,2
motor.C17156G.m1,2022.11.05T15:33:10.734,2
motor.C17156G.m104,2022.11.05T15:33:10.734,2
motor.C17156G.m124,2022.11.05T15:33:10.734,2
motor.C17156G.m131,2022.11.05T15:33:10.734,2
motor.C17156G.m146,2022.11.05T15:33:10.734,0
motor.C17156G.m153,2022.11.05T15:33:10.734,0
motor.C17156G.m175,2022.11.05T15:33:10.734,0
motor.C17156G.m182,2022.11.05T15:33:10.734,0
motor.C17156G.m204,2022.11.05T15:33:10.734,0
motor.C17156G.m211,2022.11.05T15:33:10.734,0
motor.C17156G.m43,2022.11.05T15:33:10.734,0
motor.C17156G.m56,2022.11.05T15:33:10.734,0
motor.C17156G.m70,2022.11.05T15:33:10.734,0
motor.C17156G.m77,2022.11.05T15:33:10.734,0
motor.C17156G.m97,2022.11.05T15:33:10.734,0
motor.C17156B.m1,2022.11.05T15:33:12.750,2
motor.C17156B.m104,2022.11.05T15:33:12.750,1
motor.C17156B.m124,2022.11.05T15:33:12.750,2
motor.C17156B.m131,2022.11.05T15:33:12.750,1
motor.C17156B.m146,2022.11.05T15:33:12.750,2
motor.C17156B.m153,2022.11.05T15:33:12.750,2
motor.C17156B.m175,2022.11.05T15:33:12.750,1
motor.C17156B.m182,2022.11.05T15:33:12.750,2
motor.C17156B.m204,2022.11.05T15:33:12.750,2
motor.C17156B.m211,2022.11.05T15:33:12.750,2
motor.C17156B.m224,2022.11.05T15:33:12.750,1
motor.C17156B.m56,2022.11.05T15:33:12.750,2
motor.C17156B.m70,2022.11.05T15:33:12.750,2
motor.C17156B.m77,2022.11.05T15:33:12.750,1
motor.C17156B.m97,2022.11.05T15:33:12.750,2
motor.C17156D.m11,2022.11.05T15:33:14.250,2
motor.C17156D.m78,2022.11.05T15:33:14.250,2
motor.C17156D.m99,2022.11.05T15:33:14.250,2
motor.C17156E.m37,2022.11.05T15:33:14.406,2
motor.C17156C.m1,2022.11.05T15:33:15.265,2
motor.C17156C.m15,2022.11.05T15:33:15.265,1
motor.C17156C.m16,2022.11.05T15:33:15.265,1
motor.C17156C.m2,2022.11.05T15:33:15.265,2
motor.C17156C.m22,2022.11.05T15:33:15.265,1
motor.C17156C.m23,2022.11.05T15:33:15.265,2
motor.C17156C.m29,2022.11.05T15:33:15.265,2
motor.C17156C.m30,2022.11.05T15:33:15.265,2
motor.C17156C.m36,2022.11.05T15:33:15.265,2
motor.C17156C.m37,2022.11.05T15:33:15.265,2
motor.C17156C.m8,2022.11.05T15:33:15.265,1
motor.C17156C.m9,2022.11.05T15:33:15.265,2
motor.C17156G.m1,2022.11.05T15:33:15.734,2
motor.C17156G.m104,2022.11.05T15:33:15.734,2
motor.C17156G.m124,2022.11.05T15:33:15.734,2
motor.C17156G.m131,2022.11.05T15:33:15.734,2
motor.C17156G.m146,2022.11.05T15:33:15.734,0
motor.C17156G.m153,2022.11.05T15:33:15.734,0
motor.C17156G.m175,2022.11.05T15:33:15.734,0
motor.C17156G.m182,2022.11.05T15:33:15.734,0
motor.C17156G.m204,2022.11.05T15:33:15.734,0
motor.C17156G.m211,2022.11.05T15:33:15.734,0
motor.C17156G.m43,2022.11.05T15:33:15.734,0
motor.C17156G.m56,2022.11.05T15:33:15.734,0
motor.C17156G.m70,2022.11.05T15:33:15.734,0
motor.C17156G.m77,2022.11.05T15:33:15.734,0
motor.C17156G.m97,2022.11.05T15:33:15.734,0
motor.C17156B.m1,2022.11.05T15:33:17.750,2
motor.C17156B.m104,2022.11.05T15:33:17.750,1
motor.C17156B.m124,2022.11.05T15:33:17.750,2
motor.C17156B.m131,2022.11.05T15:33:17.750,1
motor.C17156B.m146,2022.11.05T15:33:17.750,2
motor.C17156B.m153,2022.11.05T15:33:17.750,2
motor.C17156B.m175,2022.11.05T15:33:17.750,1
motor.C17156B.m182,2022.11.05T15:33:17.750,2
motor.C17156B.m204,2022.11.05T15:33:17.750,2
motor.C17156B.m211,2022.11.05T15:33:17.750,2
motor.C17156B.m224,2022.11.05T15:33:17.750,1
motor.C17156B.m56,2022.11.05T15:33:17.750,2
motor.C17156B.m70,2022.11.05T15:33:17.750,2
motor.C17156B.m77,2022.11.05T15:33:17.750,1
motor.C17156B.m97,2022.11.05T15:33:17.750,2
motor.C17156D.m11,2022.11.05T15:33:19.250,2
motor.C17156D.m78,2022.11.05T15:33:19.250,2
motor.C17156D.m99,2022.11.05T15:33:19.250,2
motor.C17156C.m1,2022.11.05T15:33:20.265,2
motor.C17156C.m15,2022.11.05T15:33:20.265,1
motor.C17156C.m16,2022.11.05T15:33:20.265,1
motor.C17156C.m2,2022.11.05T15:33:20.265,2
motor.C17156C.m22,2022.11.05T15:33:20.265,1
motor.C17156C.m23,2022.11.05T15:33:20.265,2
motor.C17156C.m29,2022.11.05T15:33:20.265,2
motor.C17156C.m30,2022.11.05T15:33:20.265,2
motor.C17156C.m36,2022.11.05T15:33:20.265,2
motor.C17156C.m37,2022.11.05T15:33:20.265,2
motor.C17156C.m8,2022.11.05T15:33:20.265,0
motor.C17156C.m9,2022.11.05T15:33:20.265,2
motor.C17156E.m37,2022.11.05T15:33:20.406,2
motor.C17156G.m1,2022.11.05T15:33:20.734,2
motor.C17156G.m104,2022.11.05T15:33:20.734,2
motor.C17156G.m124,2022.11.05T15:33:20.734,2
motor.C17156G.m131,2022.11.05T15:33:20.734,2
motor.C17156G.m146,2022.11.05T15:33:20.734,0
motor.C17156G.m153,2022.11.05T15:33:20.734,0
motor.C17156G.m175,2022.11.05T15:33:20.734,0
motor.C17156G.m182,2022.11.05T15:33:20.734,0
motor.C17156G.m204,2022.11.05T15:33:20.734,0
motor.C17156G.m211,2022.11.05T15:33:20.734,0
motor.C17156G.m43,2022.11.05T15:33:20.734,0
motor.C17156G.m56,2022.11.05T15:33:20.734,0
motor.C17156G.m70,2022.11.05T15:33:20.734,0
motor.C17156G.m77,2022.11.05T15:33:20.734,0
motor.C17156G.m97,2022.11.05T15:33:20.734,0
motor.C17156B.m1,2022.11.05T15:33:22.750,2
motor.C17156B.m104,2022.11.05T15:33:22.750,1
motor.C17156B.m124,2022.11.05T15:33:22.750,2
motor.C17156B.m131,2022.11.05T15:33:22.750,1
motor.C17156B.m146,2022.11.05T15:33:22.750,2
motor.C17156B.m153,2022.11.05T15:33:22.750,2
motor.C17156B.m175,2022.11.05T15:33:22.750,1
motor.C17156B.m182,2022.11.05T15:33:22.750,1
motor.C17156B.m204,2022.11.05T15:33:22.750,2
motor.C17156B.m211,2022.11.05T15:33:22.750,2
motor.C17156B.m224,2022.11.05T15:33:22.750,1
motor.C17156B.m56,2022.11.05T15:33:22.750,2
motor.C17156B.m70,2022.11.05T15:33:22.750,2
motor.C17156B.m77,2022.11.05T15:33:22.750,1
motor.C17156B.m97,2022.11.05T15:33:22.750,2
motor.C17156D.m11,2022.11.05T15:33:24.250,2
motor.C17156D.m78,2022.11.05T15:33:24.250,2
motor.C17156D.m99,2022.11.05T15:33:24.250,2
motor.C17156C.m1,2022.11.05T15:33:25.265,2
motor.C17156C.m15,2022.11.05T15:33:25.265,1
motor.C17156C.m16,2022.11.05T15:33:25.265,1
motor.C17156C.m2,2022.11.05T15:33:25.265,2
motor.C17156C.m22,2022.11.05T15:33:25.265,1
motor.C17156C.m23,2022.11.05T15:33:25.265,2
motor.C17156C.m29,2022.11.05T15:33:25.265,2
motor.C17156C.m30,2022.11.05T15:33:25.265,2
motor.C17156C.m36,2022.11.05T15:33:25.265,2
motor.C17156C.m37,2022.11.05T15:33:25.265,2
motor.C17156C.m8,2022.11.05T15:33:25.265,1
motor.C17156C.m9,2022.11.05T15:33:25.265,2
motor.C17156G.m1,2022.11.05T15:33:25.734,2
motor.C17156G.m104,2022.11.05T15:33:25.734,2
motor.C17156G.m124,2022.11.05T15:33:25.734,2
motor.C17156G.m131,2022.11.05T15:33:25.734,1
motor.C17156G.m146,2022.11.05T15:33:25.734,0
motor.C17156G.m153,2022.11.05T15:33:25.734,0
motor.C17156G.m175,2022.11.05T15:33:25.734,0
motor.C17156G.m182,2022.11.05T15:33:25.734,0
motor.C17156G.m204,2022.11.05T15:33:25.734,0
motor.C17156G.m211,2022.11.05T15:33:25.734,0
motor.C17156G.m43,2022.11.05T15:33:25.734,0
motor.C17156G.m56,2022.11.05T15:33:25.734,0
motor.C17156G.m70,2022.11.05T15:33:25.734,0
motor.C17156G.m77,2022.11.05T15:33:25.734,0
motor.C17156G.m97,2022.11.05T15:33:25.734,0
motor.C17156E.m37,2022.11.05T15:33:26.406,2
motor.C17156B.m1,2022.11.05T15:33:27.750,2
motor.C17156B.m104,2022.11.05T15:33:27.750,1
motor.C17156B.m124,2022.11.05T15:33:27.750,2
motor.C17156B.m131,2022.11.05T15:33:27.750,1
motor.C17156B.m146,2022.11.05T15:33:27.750,2
motor.C17156B.m153,2022.11.05T15:33:27.750,2
motor.C17156B.m175,2022.11.05T15:33:27.750,1
motor.C17156B.m182,2022.11.05T15:33:27.750,1
motor.C17156B.m204,2022.11.05T15:33:27.750,2
motor.C17156B.m211,2022.11.05T15:33:27.750,2
motor.C17156B.m224,2022.11.05T15:33:27.750,2
motor.C17156B.m56,2022.11.05T15:33:27.750,2
motor.C17156B.m70,2022.11.05T15:33:27.750,2
motor.C17156B.m77,2022.11.05T15:33:27.750,1
motor.C17156B.m97,2022.11.05T15:33:27.750,2
motor.C17156D.m11,2022.11.05T15:33:29.250,2
motor.C17156D.m78,2022.11.05T15:33:29.250,2
motor.C17156D.m99,2022.11.05T15:33:29.250,2
motor.C17156C.m1,2022.11.05T15:33:30.265,2
motor.C17156C.m15,2022.11.05T15:33:30.265,1
motor.C17156C.m16,2022.11.05T15:33:30.265,0
motor.C17156C.m2,2022.11.05T15:33:30.265,2
motor.C17156C.m22,2022.11.05T15:33:30.265,1
motor.C17156C.m23,2022.11.05T15:33:30.265,2
motor.C17156C.m29,2022.11.05T15:33:30.265,2
motor.C17156C.m30,2022.11.05T15:33:30.265,2
motor.C17156C.m36,2022.11.05T15:33:30.265,2
motor.C17156C.m37,2022.11.05T15:33:30.265,2
motor.C17156C.m8,2022.11.05T15:33:30.265,2
motor.C17156C.m9,2022.11.05T15:33:30.265,2
motor.C17156G.m1,2022.11.05T15:33:30.734,2
motor.C17156G.m104,2022.11.05T15:33:30.734,2
motor.C17156G.m124,2022.11.05T15:33:30.734,2
motor.C17156G.m131,2022.11.05T15:33:30.734,1
motor.C17156G.m146,2022.11.05T15:33:30.734,0
motor.C17156G.m153,2022.11.05T15:33:30.734,0
motor.C17156G.m175,2022.11.05T15:33:30.734,0
motor.C17156G.m182,2022.11.05T15:33:30.734,0
motor.C17156G.m204,2022.11.05T15:33:30.734,0
motor.C17156G.m211,2022.11.05T15:33:30.734,0
motor.C17156G.m43,2022.11.05T15:33:30.734,0
motor.C17156G.m56,2022.11.05T15:33:30.734,0
motor.C17156G.m70,2022.11.05T15:33:30.734,0
motor.C17156G.m77,2022.11.05T15:33:30.734,0
motor.C17156G.m97,2022.11.05T15:33:30.734,0
motor.C17156E.m37,2022.11.05T15:33:32.406,2
motor.C17156B.m1,2022.11.05T15:33:32.750,2
motor.C17156B.m104,2022.11.05T15:33:32.750,1
motor.C17156B.m124,2022.11.05T15:33:32.750,2
motor.C17156B.m131,2022.11.05T15:33:32.750,1
motor.C17156B.m146,2022.11.05T15:33:32.750,2
motor.C17156B.m153,2022.11.05T15:33:32.750,2
motor.C17156B.m175,2022.11.05T15:33:32.750,1
motor.C17156B.m182,2022.11.05T15:33:32.750,1
motor.C17156B.m204,2022.11.05T15:33:32.750,2
motor.C17156B.m211,2022.11.05T15:33:32.750,2
motor.C17156B.m224,2022.11.05T15:33:32.750,2
motor.C17156B.m56,2022.11.05T15:33:32.750,1
motor.C17156B.m70,2022.11.05T15:33:32.750,2
motor.C17156B.m77,2022.11.05T15:33:32.750,2
motor.C17156B.m97,2022.11.05T15:33:32.750,2
motor.C17156D.m11,2022.11.05T15:33:34.250,2
motor.C17156D.m78,2022.11.05T15:33:34.250,2
motor.C17156D.m99,2022.11.05T15:33:34.250,2
motor.C17156C.m1,2022.11.05T15:33:35.265,2
motor.C17156C.m15,2022.11.05T15:33:35.265,1
motor.C17156C.m16,2022.11.05T15:33:35.265,1
motor.C17156C.m2,2022.11.05T15:33:35.265,2
motor.C17156C.m22,2022.11.05T15:33:35.265,1
motor.C17156C.m23,2022.11.05T15:33:35.265,2
motor.C17156C.m29,2022.11.05T15:33:35.265,2
motor.C17156C.m30,2022.11.05T15:33:35.265,2
motor.C17156C.m36,2022.11.05T15:33:35.265,2
motor.C17156C.m37,2022.11.05T15:33:35.265,2
motor.C17156C.m8,2022.11.05T15:33:35.265,2
motor.C17156C.m9,2022.11.05T15:33:35.265,2
motor.C17156G.m1,2022.11.05T15:33:35.734,2
motor.C17156G.m104,2022.11.05T15:33:35.734,2
motor.C17156G.m124,2022.11.05T15:33:35.734,2
motor.C17156G.m131,2022.11.05T15:33:35.734,1
motor.C17156G.m146,2022.11.05T15:33:35.734,0
motor.C17156G.m153,2022.11.05T15:33:35.734,0
motor.C17156G.m175,2022.11.05T15:33:35.734,0
motor.C17156G.m182,2022.11.05T15:33:35.734,0
motor.C17156G.m204,2022.11.05T15:33:35.734,0
motor.C17156G.m211,2022.11.05T15:33:35.734,0
motor.C17156G.m43,2022.11.05T15:33:35.734,0
motor.C17156G.m56,2022.11.05T15:33:35.734,0
motor.C17156G.m70,2022.11.05T15:33:35.734,0
motor.C17156G.m77,2022.11.05T15:33:35.734,0
motor.C17156G.m97,2022.11.05T15:33:35.734,0
motor.C17156B.m1,2022.11.05T15:33:37.750,2
motor.C17156B.m104,2022.11.05T15:33:37.750,1
motor.C17156B.m124,2022.11.05T15:33:37.750,2
motor.C17156B.m131,2022.11.05T15:33:37.750,1
motor.C17156B.m146,2022.11.05T15:33:37.750,2
motor.C17156B.m153,2022.11.05T15:33:37.750,2
motor.C17156B.m175,2022.11.05T15:33:37.750,1
motor.C17156B.m182,2022.11.05T15:33:37.750,1
motor.C17156B.m204,2022.11.05T15:33:37.750,2
motor.C17156B.m211,2022.11.05T15:33:37.750,2
motor.C17156B.m224,2022.11.05T15:33:37.750,2
motor.C17156B.m56,2022.11.05T15:33:37.750,1
motor.C17156B.m70,2022.11.05T15:33:37.750,2
motor.C17156B.m77,2022.11.05T15:33:37.750,2
motor.C17156B.m97,2022.11.05T15:33:37.750,2
motor.C17156E.m37,2022.11.05T15:33:38.406,2
motor.C17156D.m11,2022.11.05T15:33:39.250,2
motor.C17156D.m78,2022.11.05T15:33:39.250,2
motor.C17156D.m99,2022.11.05T15:33:39.250,2
motor.C17156C.m1,2022.11.05T15:33:40.265,2
motor.C17156C.m15,2022.11.05T15:33:40.265,2
motor.C17156C.m16,2022.11.05T15:33:40.265,2
motor.C17156C.m2,2022.11.05T15:33:40.265,2
motor.C17156C.m22,2022.11.05T15:33:40.265,1
motor.C17156C.m23,2022.11.05T15:33:40.265,2
motor.C17156C.m29,2022.11.05T15:33:40.265,2
motor.C17156C.m30,2022.11.05T15:33:40.265,2
motor.C17156C.m36,2022.11.05T15:33:40.265,1
motor.C17156C.m37,2022.11.05T15:33:40.265,2
motor.C17156C.m8,2022.11.05T15:33:40.265,2
motor.C17156C.m9,2022.11.05T15:33:40.265,2
motor.C17156G.m1,2022.11.05T15:33:40.734,2
motor.C17156G.m104,2022.11.05T15:33:40.734,2
motor.C17156G.m124,2022.11.05T15:33:40.734,2
motor.C17156G.m131,2022.11.05T15:33:40.734,1
motor.C17156G.m146,2022.11.05T15:33:40.734,0
motor.C17156G.m153,2022.11.05T15:33:40.734,0
motor.C17156G.m175,2022.11.05T15:33:40.734,0
motor.C17156G.m182,2022.11.05T15:33:40.734,0
motor.C17156G.m204,2022.11.05T15:33:40.734,0
motor.C17156G.m211,2022.11.05T15:33:40.734,0
motor.C17156G.m43,2022.11.05T15:33:40.734,0
motor.C17156G.m56,2022.11.05T15:33:40.734,0
motor.C17156G.m70,2022.11.05T15:33:40.734,0
motor.C17156G.m77,2022.11.05T15:33:40.734,0
motor.C17156G.m97,2022.11.05T15:33:40.734,0
motor.C17156B.m1,2022.11.05T15:33:42.750,2
motor.C17156B.m104,2022.11.05T15:33:42.750,1
motor.C17156B.m124,2022.11.05T15:33:42.750,2
motor.C17156B.m131,2022.11.05T15:33:42.750,1
motor.C17156B.m146,2022.11.05T15:33:42.750,2
motor.C17156B.m153,2022.11.05T15:33:42.750,2
motor.C17156B.m175,2022.11.05T15:33:42.750,1
motor.C17156B.m182,2022.11.05T15:33:42.750,1
motor.C17156B.m204,2022.11.05T15:33:42.750,2
motor.C17156B.m211,2022.11.05T15:33:42.750,2
motor.C17156B.m224,2022.11.05T15:33:42.750,2
motor.C17156B.m56,2022.11.05T15:33:42.750,1
motor.C17156B.m70,2022.11.05T15:33:42.750,2
motor.C17156B.m77,2022.11.05T15:33:42.750,2
motor.C17156B.m97,2022.11.05T15:33:42.750,1
motor.C17156D.m11,2022.11.05T15:33:44.250,2
motor.C17156D.m78,2022.11.05T15:33:44.250,2
motor.C17156D.m99,2022.11.05T15:33:44.250,2
motor.C17156E.m37,2022.11.05T15:33:44.406,2
motor.C17156C.m1,2022.11.05T15:33:45.265,2
motor.C17156C.m15,2022.11.05T15:33:45.265,2
motor.C17156C.m16,2022.11.05T15:33:45.265,2
motor.C17156C.m2,2022.11.05T15:33:45.265,2
motor.C17156C.m22,2022.11.05T15:33:45.265,1
motor.C17156C.m23,2022.11.05T15:33:45.265,2
motor.C17156C.m29,2022.11.05T15:33:45.265,2
motor.C17156C.m30,2022.11.05T15:33:45.265,2
motor.C17156C.m36,2022.11.05T15:33:45.265,1
motor.C17156C.m37,2022.11.05T15:33:45.265,2
motor.C17156C.m8,2022.11.05T15:33:45.265,2
motor.C17156C.m9,2022.11.05T15:33:45.265,2
motor.C17156G.m1,2022.11.05T15:33:45.734,2
motor.C17156G.m104,2022.11.05T15:33:45.734,2
motor.C17156G.m124,2022.11.05T15:33:45.734,2
motor.C17156G.m131,2022.11.05T15:33:45.734,1
motor.C17156G.m146,2022.11.05T15:33:45.734,0
motor.C17156G.m153,2022.11.05T15:33:45.734,0
motor.C17156G.m175,2022.11.05T15:33:45.734,0
motor.C17156G.m182,2022.11.05T15:33:45.734,0
motor.C17156G.m204,2022.11.05T15:33:45.734,0
motor.C17156G.m211,2022.11.05T15:33:45.734,0
motor.C17156G.m43,2022.11.05T15:33:45.734,0
motor.C17156G.m56,2022.11.05T15:33:45.734,0
motor.C17156G.m70,2022.11.05T15:33:45.734,0
motor.C17156G.m77,2022.11.05T15:33:45.734,0
motor.C17156G.m97,2022.11.05T15:33:45.734,0
motor.C17156B.m1,2022.11.05T15:33:47.750,2
motor.C17156B.m104,2022.11.05T15:33:47.750,1
motor.C17156B.m124,2022.11.05T15:33:47.750,2
motor.C17156B.m131,2022.11.05T15:33:47.750,1
motor.C17156B.m146,2022.11.05T15:33:47.750,2
motor.C17156B.m153,2022.11.05T15:33:47.750,2
motor.C17156B.m175,2022.11.05T15:33:47.750,2
motor.C17156B.m182,2022.11.05T15:33:47.750,1
motor.C17156B.m204,2022.11.05T15:33:47.750,2
motor.C17156B.m211,2022.11.05T15:33:47.750,2
motor.C17156B.m224,2022.11.05T15:33:47.750,2
motor.C17156B.m56,2022.11.05T15:33:47.750,1
motor.C17156B.m70,2022.11.05T15:33:47.750,2
motor.C17156B.m77,2022.11.05T15:33:47.750,2
motor.C17156B.m97,2022.11.05T15:33:47.750,1
motor.C17156D.m11,2022.11.05T15:33:49.250,2
motor.C17156D.m78,2022.11.05T15:33:49.250,2
motor.C17156D.m99,2022.11.05T15:33:49.250,2
motor.C17156C.m1,2022.11.05T15:33:50.265,2
motor.C17156C.m15,2022.11.05T15:33:50.265,2
motor.C17156C.m16,2022.11.05T15:33:50.265,2
motor.C17156C.m2,2022.11.05T15:33:50.265,2
motor.C17156C.m22,2022.11.05T15:33:50.265,1
motor.C17156C.m23,2022.11.05T15:33:50.265,2
motor.C17156C.m29,2022.11.05T15:33:50.265,2
motor.C17156C.m30,2022.11.05T15:33:50.265,2
motor.C17156C.m36,2022.11.05T15:33:50.265,1
motor.C17156C.m37,2022.11.05T15:33:50.265,1
motor.C17156C.m8,2022.11.05T15:33:50.265,2
motor.C17156C.m9,2022.11.05T15:33:50.265,2
motor.C17156E.m37,2022.11.05T15:33:50.406,2
motor.C17156G.m1,2022.11.05T15:33:50.734,2
motor.C17156G.m104,2022.11.05T15:33:50.734,2
motor.C17156G.m124,2022.11.05T15:33:50.734,2
motor.C17156G.m131,2022.11.05T15:33:50.734,1
motor.C17156G.m146,2022.11.05T15:33:50.734,0
motor.C17156G.m153,2022.11.05T15:33:50.734,0
motor.C17156G.m175,2022.11.05T15:33:50.734,0
motor.C17156G.m182,2022.11.05T15:33:50.734,0
motor.C17156G.m204,2022.11.05T15:33:50.734,0
motor.C17156G.m211,2022.11.05T15:33:50.734,0
motor.C17156G.m43,2022.11.05T15:33:50.734,0
