tag,ts,value
motor.C17156G.m1,2022.11.05T15:42:15.734,2
motor.C17156G.m104,2022.11.05T15:42:15.734,2
motor.C17156G.m124,2022.11.05T15:42:15.734,2
motor.C17156G.m131,2022.11.05T15:42:15.734,2
motor.C17156G.m146,2022.11.05T15:42:15.734,2
motor.C17156G.m153,2022.11.05T15:42:15.734,0
motor.C17156G.m175,2022.11.05T15:42:15.734,0
motor.C17156G.m182,2022.11.05T15:42:15.734,0
motor.C17156G.m204,2022.11.05T15:42:15.734,0
motor.C17156G.m211,2022.11.05T15:42:15.734,0
motor.C17156G.m43,2022.11.05T15:42:15.734,0
motor.C17156G.m56,2022.11.05T15:42:15.734,0
motor.C17156G.m70,2022.11.05T15:42:15.734,0
motor.C17156G.m77,2022.11.05T15:42:15.734,0
motor.C17156G.m97,2022.11.05T15:42:15.734,0
motor.C17156B.m1,2022.11.05T15:42:17.750,2
motor.C17156B.m104,2022.11.05T15:42:17.750,2
motor.C17156B.m124,2022.11.05T15:42:17.750,1
motor.C17156B.m131,2022.11.05T15:42:17.750,2
motor.C17156B.m146,2022.11.05T15:42:17.750,0
motor.C17156B.m153,2022.11.05T15:42:17.750,1
motor.C17156B.m175,2022.11.05T15:42:17.750,1
motor.C17156B.m182,2022.11.05T15:42:17.750,2
motor.C17156B.m204,2022.11.05T15:42:17.750,1
motor.C17156B.m211,2022.11.05T15:42:17.750,2
motor.C17156B.m224,2022.11.05T15:42:17.750,1
motor.C17156B.m56,2022.11.05T15:42:17.750,2
motor.C17156B.m70,2022.11.05T15:42:17.750,1
motor.C17156B.m77,2022.11.05T15:42:17.750,2
motor.C17156B.m97,2022.11.05T15:42:17.750,2
motor.C17156D.m11,2022.11.05T15:42:19.375,2
motor.C17156D.m78,2022.11.05T15:42:19.375,2
motor.C17156D.m99,2022.11.05T15:42:19.375,2
motor.C17156C.m1,2022.11.05T15:42:20.265,1
motor.C17156C.m15,2022.11.05T15:42:20.265,2
motor.C17156C.m16,2022.11.05T15:42:20.265,2
motor.C17156C.m2,2022.11.05T15:42:20.265,2
motor.C17156C.m22,2022.11.05T15:42:20.265,2
motor.C17156C.m23,2022.11.05T15:42:20.265,2
motor.C17156C.m29,2022.11.05T15:42:20.265,1
motor.C17156C.m30,2022.11.05T15:42:20.265,1
motor.C17156C.m36,2022.11.05T15:42:20.265,2
motor.C17156C.m37,2022.11.05T15:42:20.265,2
motor.C17156C.m8,2022.11.05T15:42:20.265,2
motor.C17156C.m9,2022.11.05T15:42:20.265,2
motor.C17156E.m37,2022.11.05T15:42:20.421,2
motor.C17156G.m1,2022.11.05T15:42:20.734,2
motor.C17156G.m104,2022.11.05T15:42:20.734,2
motor.C17156G.m124,2022.11.05T15:42:20.734,2
motor.C17156G.m131,2022.11.05T15:42:20.734,2
motor.C17156G.m146,2022.11.05T15:42:20.734,2
motor.C17156G.m153,2022.11.05T15:42:20.734,0
motor.C17156G.m175,2022.11.05T15:42:20.734,0
motor.C17156G.m182,2022.11.05T15:42:20.734,0
motor.C17156G.m204,2022.11.05T15:42:20.734,0
motor.C17156G.m211,2022.11.05T15:42:20.734,0
motor.C17156G.m43,2022.11.05T15:42:20.734,0
motor.C17156G.m56,2022.11.05T15:42:20.734,0
motor.C17156G.m70,2022.11.05T15:42:20.734,0
motor.C17156G.m77,2022.11.05T15:42:20.734,0
motor.C17156G.m97,2022.11.05T15:42:20.734,0
motor.C17156B.m1,2022.11.05T15:42:22.750,2
motor.C17156B.m104,2022.11.05T15:42:22.750,2
motor.C17156B.m124,2022.11.05T15:42:22.750,1
motor.C17156B.m131,2022.11.05T15:42:22.750,2
motor.C17156B.m146,2022.11.05T15:42:22.750,0
motor.C17156B.m153,2022.11.05T15:42:22.750,1
motor.C17156B.m175,2022.11.05T15:42:22.750,1
motor.C17156B.m182,2022.11.05T15:42:22.750,2
motor.C17156B.m204,2022.11.05T15:42:22.750,1
motor.C17156B.m211,2022.11.05T15:42:22.750,2
motor.C17156B.m224,2022.11.05T15:42:22.750,1
motor.C17156B.m56,2022.11.05T15:42:22.750,2
motor.C17156B.m70,2022.11.05T15:42:22.750,1
motor.C17156B.m77,2022.11.05T15:42:22.750,1
motor.C17156B.m97,2022.11.05T15:42:22.750,2
motor.C17156D.m11,2022.11.05T15:42:24.375,2
motor.C17156D.m78,2022.11.05T15:42:24.375,2
motor.C17156D.m99,2022.11.05T15:42:24.375,2
motor.C17156C.m1,2022.11.05T15:42:25.265,1
motor.C17156C.m15,2022.11.05T15:42:25.265,2
motor.C17156C.m16,2022.11.05T15:42:25.265,2
motor.C17156C.m2,2022.11.05T15:42:25.265,2
motor.C17156C.m22,2022.11.05T15:42:25.265,2
motor.C17156C.m23,2022.11.05T15:42:25.265,2
motor.C17156C.m29,2022.11.05T15:42:25.265,1
motor.C17156C.m30,2022.11.05T15:42:25.265,1
motor.C17156C.m36,2022.11.05T15:42:25.265,2
motor.C17156C.m37,2022.11.05T15:42:25.265,2
motor.C17156C.m8,2022.11.05T15:42:25.265,2
motor.C17156C.m9,2022.11.05T15:42:25.265,2
motor.C17156G.m1,2022.11.05T15:42:25.734,2
motor.C17156G.m104,2022.11.05T15:42:25.734,2
motor.C17156G.m124,2022.11.05T15:42:25.734,2
motor.C17156G.m131,2022.11.05T15:42:25.734,2
motor.C17156G.m146,2022.11.05T15:42:25.734,2
motor.C17156G.m153,2022.11.05T15:42:25.734,0
motor.C17156G.m175,2022.11.05T15:42:25.734,0
motor.C17156G.m182,2022.11.05T15:42:25.734,0
motor.C17156G.m204,2022.11.05T15:42:25.734,0
motor.C17156G.m211,2022.11.05T15:42:25.734,0
motor.C17156G.m43,2022.11.05T15:42:25.734,0
motor.C17156G.m56,2022.11.05T15:42:25.734,0
motor.C17156G.m70,2022.11.05T15:42:25.734,0
motor.C17156G.m77,2022.11.05T15:42:25.734,0
motor.C17156G.m97,2022.11.05T15:42:25.734,0
motor.C17156E.m37,2022.11.05T15:42:26.421,2
motor.C17156B.m1,2022.11.05T15:42:27.750,2
motor.C17156B.m104,2022.11.05T15:42:27.750,2
motor.C17156B.m124,2022.11.05T15:42:27.750,1
motor.C17156B.m131,2022.11.05T15:42:27.750,2
motor.C17156B.m146,2022.11.05T15:42:27.750,0
motor.C17156B.m153,2022.11.05T15:42:27.750,1
motor.C17156B.m175,2022.11.05T15:42:27.750,1
motor.C17156B.m182,2022.11.05T15:42:27.750,2
motor.C17156B.m204,2022.11.05T15:42:27.750,1
motor.C17156B.m211,2022.11.05T15:42:27.750,2
motor.C17156B.m224,2022.11.05T15:42:27.750,1
motor.C17156B.m56,2022.11.05T15:42:27.750,2
motor.C17156B.m70,2022.11.05T15:42:27.750,1
motor.C17156B.m77,2022.11.05T15:42:27.750,1
motor.C17156B.m97,2022.11.05T15:42:27.750,2
motor.C17156D.m11,2022.11.05T15:42:29.375,2
motor.C17156D.m78,2022.11.05T15:42:29.375,2
motor.C17156D.m99,2022.11.05T15:42:29.375,2
motor.C17156C.m1,2022.11.05T15:42:30.265,1
motor.C17156C.m15,2022.11.05T15:42:30.265,1
motor.C17156C.m16,2022.11.05T15:42:30.265,2
motor.C17156C.m2,2022.11.05T15:42:30.265,2
motor.C17156C.m22,2022.11.05T15:42:30.265,2
motor.C17156C.m23,2022.11.05T15:42:30.265,2
motor.C17156C.m29,2022.11.05T15:42:30.265,1
motor.C17156C.m30,2022.11.05T15:42:30.265,1
motor.C17156C.m36,2022.11.05T15:42:30.265,2
motor.C17156C.m37,2022.11.05T15:42:30.265,2
motor.C17156C.m8,2022.11.05T15:42:30.265,2
motor.C17156C.m9,2022.11.05T15:42:30.265,2
motor.C17156G.m1,2022.11.05T15:42:30.734,2
motor.C17156G.m104,2022.11.05T15:42:30.734,2
motor.C17156G.m124,2022.11.05T15:42:30.734,2
motor.C17156G.m131,2022.11.05T15:42:30.734,2
motor.C17156G.m146,2022.11.05T15:42:30.734,2
motor.C17156G.m153,2022.11.05T15:42:30.734,0
motor.C17156G.m175,2022.11.05T15:42:30.734,0
motor.C17156G.m182,2022.11.05T15:42:30.734,0
motor.C17156G.m204,2022.11.05T15:42:30.734,0
motor.C17156G.m211,2022.11.05T15:42:30.734,0
motor.C17156G.m43,2022.11.05T15:42:30.734,0
motor.C17156G.m56,2022.11.05T15:42:30.734,0
motor.C17156G.m70,2022.11.05T15:42:30.734,0
motor.C17156G.m77,2022.11.05T15:42:30.734,0
motor.C17156G.m97,2022.11.05T15:42:30.734,0
motor.C17156E.m37,2022.11.05T15:42:32.421,2
motor.C17156B.m1,2022.11.05T15:42:32.750,2
motor.C17156B.m104,2022.11.05T15:42:32.750,2
motor.C17156B.m124,2022.11.05T15:42:32.750,1
motor.C17156B.m131,2022.11.05T15:42:32.750,2
motor.C17156B.m146,2022.11.05T15:42:32.750,0
motor.C17156B.m153,2022.11.05T15:42:32.750,1
motor.C17156B.m175,2022.11.05T15:42:32.750,1
motor.C17156B.m182,2022.11.05T15:42:32.750,2
motor.C17156B.m204,2022.11.05T15:42:32.750,1
motor.C17156B.m211,2022.11.05T15:42:32.750,2
motor.C17156B.m224,2022.11.05T15:42:32.750,1
motor.C17156B.m56,2022.11.05T15:42:32.750,2
motor.C17156B.m70,2022.11.05T15:42:32.750,1
motor.C17156B.m77,2022.11.05T15:42:32.750,1
motor.C17156B.m97,2022.11.05T15:42:32.750,2
motor.C17156D.m11,2022.11.05T15:42:34.390,2
motor.C17156D.m78,2022.11.05T15:42:34.390,2
motor.C17156D.m99,2022.11.05T15:42:34.390,2
motor.C17156C.m1,2022.11.05T15:42:35.265,1
motor.C17156C.m15,2022.11.05T15:42:35.265,1
motor.C17156C.m16,2022.11.05T15:42:35.265,1
motor.C17156C.m2,2022.11.05T15:42:35.265,1
motor.C17156C.m22,2022.11.05T15:42:35.265,2
motor.C17156C.m23,2022.11.05T15:42:35.265,2
motor.C17156C.m29,2022.11.05T15:42:35.265,1
motor.C17156C.m30,2022.11.05T15:42:35.265,1
motor.C17156C.m36,2022.11.05T15:42:35.265,2
motor.C17156C.m37,2022.11.05T15:42:35.265,2
motor.C17156C.m8,2022.11.05T15:42:35.265,2
motor.C17156C.m9,2022.11.05T15:42:35.265,2
motor.C17156G.m1,2022.11.05T15:42:35.734,2
motor.C17156G.m104,2022.11.05T15:42:35.734,2
motor.C17156G.m124,2022.11.05T15:42:35.734,2
motor.C17156G.m131,2022.11.05T15:42:35.734,2
motor.C17156G.m146,2022.11.05T15:42:35.734,2
motor.C17156G.m153,2022.11.05T15:42:35.734,0
motor.C17156G.m175,2022.11.05T15:42:35.734,0
motor.C17156G.m182,2022.11.05T15:42:35.734,0
motor.C17156G.m204,2022.11.05T15:42:35.734,0
motor.C17156G.m211,2022.11.05T15:42:35.734,0
motor.C17156G.m43,2022.11.05T15:42:35.734,0
motor.C17156G.m56,2022.11.05T15:42:35.734,0
motor.C17156G.m70,2022.11.05T15:42:35.734,0
motor.C17156G.m77,2022.11.05T15:42:35.734,0
motor.C17156G.m97,2022.11.05T15:42:35.734,0
motor.C17156B.m1,2022.11.05T15:42:37.750,2
motor.C17156B.m104,2022.11.05T15:42:37.750,2
motor.C17156B.m124,2022.11.05T15:42:37.750,2
motor.C17156B.m131,2022.11.05T15:42:37.750,2
motor.C17156B.m146,2022.11.05T15:42:37.750,0
motor.C17156B.m153,2022.11.05T15:42:37.750,1
motor.C17156B.m175,2022.11.05T15:42:37.750,1
motor.C17156B.m182,2022.11.05T15:42:37.750,2
motor.C17156B.m204,2022.11.05T15:42:37.750,1
motor.C17156B.m211,2022.11.05T15:42:37.750,2
motor.C17156B.m224,2022.11.05T15:42:37.750,1
motor.C17156B.m56,2022.11.05T15:42:37.750,2
motor.C17156B.m70,2022.11.05T15:42:37.750,1
motor.C17156B.m77,2022.11.05T15:42:37.750,1
motor.C17156B.m97,2022.11.05T15:42:37.750,2
motor.C17156E.m37,2022.11.05T15:42:38.421,2
motor.C17156D.m11,2022.11.05T15:42:39.390,2
motor.C17156D.m78,2022.11.05T15:42:39.390,2
motor.C17156D.m99,2022.11.05T15:42:39.390,2
motor.C17156C.m1,2022.11.05T15:42:40.265,1
motor.C17156C.m15,2022.11.05T15:42:40.265,1
motor.C17156C.m16,2022.11.05T15:42:40.265,1
motor.C17156C.m2,2022.11.05T15:42:40.265,1
motor.C17156C.m22,2022.11.05T15:42:40.265,2
motor.C17156C.m23,2022.11.05T15:42:40.265,2
motor.C17156C.m29,2022.11.05T15:42:40.265,1
motor.C17156C.m30,2022.11.05T15:42:40.265,1
motor.C17156C.m36,2022.11.05T15:42:40.265,2
motor.C17156C.m37,2022.11.05T15:42:40.265,2
motor.C17156C.m8,2022.11.05T15:42:40.265,2
motor.C17156C.m9,2022.11.05T15:42:40.265,2
motor.C17156G.m1,2022.11.05T15:42:40.734,2
motor.C17156G.m104,2022.11.05T15:42:40.734,2
motor.C17156G.m124,2022.11.05T15:42:40.734,2
motor.C17156G.m131,2022.11.05T15:42:40.734,2
motor.C17156G.m146,2022.11.05T15:42:40.734,2
motor.C17156G.m153,2022.11.05T15:42:40.734,0
motor.C17156G.m175,2022.11.05T15:42:40.734,0
motor.C17156G.m182,2022.11.05T15:42:40.734,0
motor.C17156G.m204,2022.11.05T15:42:40.734,0
motor.C17156G.m211,2022.11.05T15:42:40.734,0
motor.C17156G.m43,2022.11.05T15:42:40.734,0
motor.C17156G.m56,2022.11.05T15:42:40.734,0
motor.C17156G.m70,2022.11.05T15:42:40.734,0
motor.C17156G.m77,2022.11.05T15:42:40.734,0
motor.C17156G.m97,2022.11.05T15:42:40.734,0
motor.C17156B.m1,2022.11.05T15:42:42.750,2
motor.C17156B.m104,2022.11.05T15:42:42.750,2
motor.C17156B.m124,2022.11.05T15:42:42.750,2
motor.C17156B.m131,2022.11.05T15:42:42.750,1
motor.C17156B.m146,2022.11.05T15:42:42.750,0
motor.C17156B.m153,2022.11.05T15:42:42.750,1
motor.C17156B.m175,2022.11.05T15:42:42.750,1
motor.C17156B.m182,2022.11.05T15:42:42.750,2
motor.C17156B.m204,2022.11.05T15:42:42.750,2
motor.C17156B.m211,2022.11.05T15:42:42.750,2
motor.C17156B.m224,2022.11.05T15:42:42.750,1
motor.C17156B.m56,2022.11.05T15:42:42.750,2
motor.C17156B.m70,2022.11.05T15:42:42.750,1
motor.C17156B.m77,2022.11.05T15:42:42.750,1
motor.C17156B.m97,2022.11.05T15:42:42.750,2
motor.C17156D.m11,2022.11.05T15:42:44.390,2
motor.C17156D.m78,2022.11.05T15:42:44.390,2
motor.C17156D.m99,2022.11.05T15:42:44.390,2
motor.C17156E.m37,2022.11.05T15:42:44.421,2
motor.C17156C.m1,2022.11.05T15:42:45.265,1
motor.C17156C.m15,2022.11.05T15:42:45.265,1
motor.C17156C.m16,2022.11.05T15:42:45.265,1
motor.C17156C.m2,2022.11.05T15:42:45.265,1
motor.C17156C.m22,2022.11.05T15:42:45.265,2
motor.C17156C.m23,2022.11.05T15:42:45.265,2
motor.C17156C.m29,2022.11.05T15:42:45.265,1
motor.C17156C.m30,2022.11.05T15:42:45.265,1
motor.C17156C.m36,2022.11.05T15:42:45.265,2
motor.C17156C.m37,2022.11.05T15:42:45.265,2
motor.C17156C.m8,2022.11.05T15:42:45.265,2
motor.C17156C.m9,2022.11.05T15:42:45.265,2
motor.C17156G.m1,2022.11.05T15:42:45.734,2
motor.C17156G.m104,2022.11.05T15:42:45.734,2
motor.C17156G.m124,2022.11.05T15:42:45.734,2
motor.C17156G.m131,2022.11.05T15:42:45.734,2
motor.C17156G.m146,2022.11.05T15:42:45.734,2
motor.C17156G.m153,2022.11.05T15:42:45.734,0
motor.C17156G.m175,2022.11.05T15:42:45.734,0
motor.C17156G.m182,2022.11.05T15:42:45.734,0
motor.C17156G.m204,2022.11.05T15:42:45.734,0
motor.C17156G.m211,2022.11.05T15:42:45.734,0
motor.C17156G.m43,2022.11.05T15:42:45.734,0
motor.C17156G.m56,2022.11.05T15:42:45.734,0
motor.C17156G.m70,2022.11.05T15:42:45.734,0
motor.C17156G.m77,2022.11.05T15:42:45.734,0
motor.C17156G.m97,2022.11.05T15:42:45.734,0
motor.C17156B.m1,2022.11.05T15:42:47.750,2
motor.C17156B.m104,2022.11.05T15:42:47.750,2
motor.C17156B.m124,2022.11.05T15:42:47.750,2
motor.C17156B.m131,2022.11.05T15:42:47.750,1
motor.C17156B.m146,2022.11.05T15:42:47.750,0
motor.C17156B.m153,2022.11.05T15:42:47.750,2
motor.C17156B.m175,2022.11.05T15:42:47.750,1
motor.C17156B.m182,2022.11.05T15:42:47.750,2
motor.C17156B.m204,2022.11.05T15:42:47.750,2
motor.C17156B.m211,2022.11.05T15:42:47.750,2
motor.C17156B.m224,2022.11.05T15:42:47.750,1
motor.C17156B.m56,2022.11.05T15:42:47.750,2
motor.C17156B.m70,2022.11.05T15:42:47.750,1
motor.C17156B.m77,2022.11.05T15:42:47.750,1
motor.C17156B.m97,2022.11.05T15:42:47.750,2
motor.C17156D.m11,2022.11.05T15:42:49.390,2
motor.C17156D.m78,2022.11.05T15:42:49.390,2
motor.C17156D.m99,2022.11.05T15:42:49.390,2
motor.C17156C.m1,2022.11.05T15:42:50.265,1
motor.C17156C.m15,2022.11.05T15:42:50.265,1
motor.C17156C.m16,2022.11.05T15:42:50.265,1
motor.C17156C.m2,2022.11.05T15:42:50.265,1
motor.C17156C.m22,2022.11.05T15:42:50.265,2
motor.C17156C.m23,2022.11.05T15:42:50.265,2
motor.C17156C.m29,2022.11.05T15:42:50.265,1
motor.C17156C.m30,2022.11.05T15:42:50.265,2
motor.C17156C.m36,2022.11.05T15:42:50.265,2
motor.C17156C.m37,2022.11.05T15:42:50.265,2
motor.C17156C.m8,2022.11.05T15:42:50.265,2
motor.C17156C.m9,2022.11.05T15:42:50.265,2
motor.C17156E.m37,2022.11.05T15:42:50.421,2
motor.C17156G.m1,2022.11.05T15:42:50.734,2
motor.C17156G.m104,2022.11.05T15:42:50.734,2
motor.C17156G.m124,2022.11.05T15:42:50.734,2
motor.C17156G.m131,2022.11.05T15:42:50.734,2
motor.C17156G.m146,2022.11.05T15:42:50.734,2
motor.C17156G.m153,2022.11.05T15:42:50.734,0
motor.C17156G.m175,2022.11.05T15:42:50.734,0
motor.C17156G.m182,2022.11.05T15:42:50.734,0
motor.C17156G.m204,2022.11.05T15:42:50.734,0
motor.C17156G.m211,2022.11.05T15:42:50.734,0
motor.C17156G.m43,2022.11.05T15:42:50.734,0
motor.C17156G.m56,2022.11.05T15:42:50.734,0
motor.C17156G.m70,2022.11.05T15:42:50.734,0
motor.C17156G.m77,2022.11.05T15:42:50.734,0
motor.C17156G.m97,2022.11.05T15:42:50.734,0
motor.C17156B.m1,2022.11.05T15:42:52.750,2
motor.C17156B.m104,2022.11.05T15:42:52.750,2
motor.C17156B.m124,2022.11.05T15:42:52.750,2
motor.C17156B.m131,2022.11.05T15:42:52.750,1
motor.C17156B.m146,2022.11.05T15:42:52.750,0
motor.C17156B.m153,2022.11.05T15:42:52.750,2
motor.C17156B.m175,2022.11.05T15:42:52.750,1
motor.C17156B.m182,2022.11.05T15:42:52.750,2
motor.C17156B.m204,2022.11.05T15:42:52.750,2
motor.C17156B.m211,2022.11.05T15:42:52.750,1
motor.C17156B.m224,2022.11.05T15:42:52.750,1
motor.C17156B.m56,2022.11.05T15:42:52.750,2
motor.C17156B.m70,2022.11.05T15:42:52.750,1
motor.C17156B.m77,2022.11.05T15:42:52.750,1
motor.C17156B.m97,2022.11.05T15:42:52.750,2
motor.C17156D.m11,2022.11.05T15:42:54.390,2
motor.C17156D.m78,2022.11.05T15:42:54.390,1
motor.C17156D.m99,2022.11.05T15:42:54.390,2
motor.C17156C.m1,2022.11.05T15:42:55.265,1
motor.C17156C.m15,2022.11.05T15:42:55.265,1
motor.C17156C.m16,2022.11.05T15:42:55.265,1
motor.C17156C.m2,2022.11.05T15:42:55.265,1
motor.C17156C.m22,2022.11.05T15:42:55.265,2
motor.C17156C.m23,2022.11.05T15:42:55.265,2
motor.C17156C.m29,2022.11.05T15:42:55.265,1
motor.C17156C.m30,2022.11.05T15:42:55.265,2
motor.C17156C.m36,2022.11.05T15:42:55.265,2
motor.C17156C.m37,2022.11.05T15:42:55.265,2
motor.C17156C.m8,2022.11.05T15:42:55.265,2
motor.C17156C.m9,2022.11.05T15:42:55.265,2
motor.C17156G.m1,2022.11.05T15:42:55.734,2
motor.C17156G.m104,2022.11.05T15:42:55.734,2
motor.C17156G.m124,2022.11.05T15:42:55.734,2
motor.C17156G.m131,2022.11.05T15:42:55.734,2
motor.C17156G.m146,2022.11.05T15:42:55.734,2
motor.C17156G.m153,2022.11.05T15:42:55.734,0
motor.C17156G.m175,2022.11.05T15:42:55.734,0
motor.C17156G.m182,2022.11.05T15:42:55.734,0
motor.C17156G.m204,2022.11.05T15:42:55.734,0
motor.C17156G.m211,2022.11.05T15:42:55.734,0
motor.C17156G.m43,2022.11.05T15:42:55.734,0
motor.C17156G.m56,2022.11.05T15:42:55.734,0
motor.C17156G.m70,2022.11.05T15:42:55.734,0
motor.C17156G.m77,2022.11.05T15:42:55.734,0
motor.C17156G.m97,2022.11.05T15:42:55.734,0
motor.C17156E.m37,2022.11.05T15:42:56.421,2
motor.C17156B.m1,2022.11.05T15:42:57.750,2
motor.C17156B.m104,2022.11.05T15:42:57.750,1
motor.C17156B.m124,2022.11.05T15:42:57.750,2
motor.C17156B.m131,2022.11.05T15:42:57.750,1
motor.C17156B.m146,2022.11.05T15:42:57.750,0
motor.C17156B.m153,2022.11.05T15:42:57.750,2
motor.C17156B.m175,2022.11.05T15:42:57.750,1
motor.C17156B.m182,2022.11.05T15:42:57.750,2
motor.C17156B.m204,2022.11.05T15:42:57.750,2
motor.C17156B.m211,2022.11.05T15:42:57.750,1
motor.C17156B.m224,2022.11.05T15:42:57.750,1
motor.C17156B.m56,2022.11.05T15:42:57.750,2
motor.C17156B.m70,2022.11.05T15:42:57.750,2
motor.C17156B.m77,2022.11.05T15:42:57.750,1
motor.C17156B.m97,2022.11.05T15:42:57.750,2
motor.C17156D.m11,2022.11.05T15:42:59.390,2
motor.C17156D.m78,2022.11.05T15:42:59.390,1
motor.C17156D.m99,2022.11.05T15:42:59.390,2
motor.C17156C.m1,2022.11.05T15:43:00.265,2
motor.C17156C.m15,2022.11.05T15:43:00.265,1
motor.C17156C.m16,2022.11.05T15:43:00.265,1
motor.C17156C.m2,2022.11.05T15:43:00.265,1
motor.C17156C.m22,2022.11.05T15:43:00.265,2
motor.C17156C.m23,2022.11.05T15:43:00.265,1
motor.C17156C.m29,2022.11.05T15:43:00.265,1
motor.C17156C.m30,2022.11.05T15:43:00.265,2
motor.C17156C.m36,2022.11.05T15:43:00.265,2
motor.C17156C.m37,2022.11.05T15:43:00.265,2
motor.C17156C.m8,2022.11.05T15:43:00.265,2
motor.C17156C.m9,2022.11.05T15:43:00.265,2
motor.C17156G.m1,2022.11.05T15:43:00.734,2
motor.C17156G.m104,2022.11.05T15:43:00.734,2
motor.C17156G.m124,2022.11.05T15:43:00.734,2
motor.C17156G.m131,2022.11.05T15:43:00.734,2
motor.C17156G.m146,2022.11.05T15:43:00.734,2
motor.C17156G.m153,2022.11.05T15:43:00.734,0
motor.C17156G.m175,2022.11.05T15:43:00.734,0
motor.C17156G.m182,2022.11.05T15:43:00.734,0
motor.C17156G.m204,2022.11.05T15:43:00.734,0
motor.C17156G.m211,2022.11.05T15:43:00.734,0
motor.C17156G.m43,2022.11.05T15:43:00.734,0
motor.C17156G.m56,2022.11.05T15:43:00.734,0
motor.C17156G.m70,2022.11.05T15:43:00.734,0
motor.C17156G.m77,2022.11.05T15:43:00.734,0
motor.C17156G.m97,2022.11.05T15:43:00.734,0
motor.C17156E.m37,2022.11.05T15:43:02.421,2
motor.C17156B.m1,2022.11.05T15:43:02.750,2
motor.C17156B.m104,2022.11.05T15:43:02.750,1
motor.C17156B.m124,2022.11.05T15:43:02.750,2
motor.C17156B.m131,2022.11.05T15:43:02.750,1
motor.C17156B.m146,2022.11.05T15:43:02.750,0
motor.C17156B.m153,2022.11.05T15:43:02.750,2
motor.C17156B.m175,2022.11.05T15:43:02.750,1
motor.C17156B.m182,2022.11.05T15:43:02.750,1
motor.C17156B.m204,2022.11.05T15:43:02.750,2
motor.C17156B.m211,2022.11.05T15:43:02.750,1
motor.C17156B.m224,2022.11.05T15:43:02.750,1
motor.C17156B.m56,2022.11.05T15:43:02.750,2
motor.C17156B.m70,2022.11.05T15:43:02.750,2
motor.C17156B.m77,2022.11.05T15:43:02.750,1
motor.C17156B.m97,2022.11.05T15:43:02.750,2
motor.C17156D.m11,2022.11.05T15:43:04.390,2
motor.C17156D.m78,2022.11.05T15:43:04.390,1
motor.C17156D.m99,2022.11.05T15:43:04.390,2
motor.C17156C.m1,2022.11.05T15:43:05.265,2
motor.C17156C.m15,2022.11.05T15:43:05.265,1
motor.C17156C.m16,2022.11.05T15:43:05.265,1
motor.C17156C.m2,2022.11.05T15:43:05.265,1
motor.C17156C.m22,2022.11.05T15:43:05.265,2
motor.C17156C.m23,2022.11.05T15:43:05.265,1
motor.C17156C.m29,2022.11.05T15:43:05.265,1
motor.C17156C.m30,2022.11.05T15:43:05.265,2
motor.C17156C.m36,2022.11.05T15:43:05.265,2
motor.C17156C.m37,2022.11.05T15:43:05.265,2
motor.C17156C.m8,2022.11.05T15:43:05.265,2
motor.C17156C.m9,2022.11.05T15:43:05.265,2
motor.C17156G.m1,2022.11.05T15:43:05.734,2
motor.C17156G.m104,2022.11.05T15:43:05.734,2
motor.C17156G.m124,2022.11.05T15:43:05.734,2
motor.C17156G.m131,2022.11.05T15:43:05.734,2
motor.C17156G.m146,2022.11.05T15:43:05.734,2
motor.C17156G.m153,2022.11.05T15:43:05.734,0
motor.C17156G.m175,2022.11.05T15:43:05.734,0
motor.C17156G.m182,2022.11.05T15:43:05.734,0
motor.C17156G.m204,2022.11.05T15:43:05.734,0
motor.C17156G.m211,2022.11.05T15:43:05.734,0
motor.C17156G.m43,2022.11.05T15:43:05.734,0
motor.C17156G.m56,2022.11.05T15:43:05.734,0
motor.C17156G.m70,2022.11.05T15:43:05.734,0
motor.C17156G.m77,2022.11.05T15:43:05.734,0
motor.C17156G.m97,2022.11.05T15:43:05.734,0
motor.C17156B.m1,2022.11.05T15:43:07.750,2
motor.C17156B.m104,2022.11.05T15:43:07.750,1
motor.C17156B.m124,2022.11.05T15:43:07.750,2
motor.C17156B.m131,2022.11.05T15:43:07.750,1
motor.C17156B.m146,2022.11.05T15:43:07.750,0
motor.C17156B.m153,2022.11.05T15:43:07.750,2
motor.C17156B.m175,2022.11.05T15:43:07.750,1
motor.C17156B.m182,2022.11.05T15:43:07.750,1
motor.C17156B.m204,2022.11.05T15:43:07.750,2
motor.C17156B.m211,2022.11.05T15:43:07.750,1
motor.C17156B.m224,2022.11.05T15:43:07.750,1
motor.C17156B.m56,2022.11.05T15:43:07.750,2
motor.C17156B.m70,2022.11.05T15:43:07.750,2
motor.C17156B.m77,2022.11.05T15:43:07.750,1
motor.C17156B.m97,2022.11.05T15:43:07.750,2
motor.C17156E.m37,2022.11.05T15:43:08.421,2
motor.C17156D.m11,2022.11.05T15:43:09.390,2
motor.C17156D.m78,2022.11.05T15:43:09.390,1
motor.C17156D.m99,2022.11.05T15:43:09.390,2
motor.C17156C.m1,2022.11.05T15:43:10.265,2
motor.C17156C.m15,2022.11.05T15:43:10.265,1
motor.C17156C.m16,2022.11.05T15:43:10.265,1
motor.C17156C.m2,2022.11.05T15:43:10.265,1
motor.C17156C.m22,2022.11.05T15:43:10.265,2
motor.C17156C.m23,2022.11.05T15:43:10.265,1
motor.C17156C.m29,2022.11.05T15:43:10.265,1
